issue,number,state,link
Compiling tensorflow for 12 hours is ok?,44605,closed,https://github.com/tensorflow/tensorflow/issues/44605
keras epsilon doesn't change ,44604,closed,https://github.com/tensorflow/tensorflow/issues/44604
tf.estimator.BoostedTreesClassifier - AttributeError: 'NoneType' object has no attribute 'is_compatible_with',44603,closed,https://github.com/tensorflow/tensorflow/issues/44603
fatal error: tensorflow/core/framework/types.pb.h: No such file or directory,44602,open,https://github.com/tensorflow/tensorflow/issues/44602
Why is the memory(no gpu) used so different between windows and Ubuntu？,44601,closed,https://github.com/tensorflow/tensorflow/issues/44601
cstdio: No such file or directory,44600,closed,https://github.com/tensorflow/tensorflow/issues/44600
esp32,44599,closed,https://github.com/tensorflow/tensorflow/issues/44599
AssertionError t.graph == cond_graph using tf.GradientTape,44598,closed,https://github.com/tensorflow/tensorflow/issues/44598
TensorFlow serving on GPUs using Docker 19.03 needs gpus flag,44597,closed,https://github.com/tensorflow/tensorflow/issues/44597
tensorflow.python.framework.errors_impl.UnknownError: Access is denied.,44596,closed,https://github.com/tensorflow/tensorflow/issues/44596
How to implement Bidirectional GRU in Encoder,44595,closed,https://github.com/tensorflow/tensorflow/issues/44595
2.4-rc1 cherry-pick request: Improve mixed precision docstrings,44594,closed,https://github.com/tensorflow/tensorflow/issues/44594
Specialize sources for target and optimized kernels independently.,44593,closed,https://github.com/tensorflow/tensorflow/issues/44593
Make timeseries_dataset_from_array() more intuitive,44592,closed,https://github.com/tensorflow/tensorflow/issues/44592
BUG!! tf.keras.model.summary() output is wrong,44591,closed,https://github.com/tensorflow/tensorflow/issues/44591
Layer.add_loss has wrong behaviour when building Sequential model in for loop,44590,open,https://github.com/tensorflow/tensorflow/issues/44590
Introduce MHLO_BUILD_EMBEDDED build option,44589,closed,https://github.com/tensorflow/tensorflow/issues/44589
Add ESP32 examples build test,44588,closed,https://github.com/tensorflow/tensorflow/issues/44588
Behaviour of ImageDataGenerator with subset='validation',44587,closed,https://github.com/tensorflow/tensorflow/issues/44587
ImportError: DLL load failed: A dynamic link library (DLL) initialization routine failed.,44586,closed,https://github.com/tensorflow/tensorflow/issues/44586
next() not raising StopIteration in tf.python.keras.preprocessing.image.DirectoryIterator,44585,open,https://github.com/tensorflow/tensorflow/issues/44585
Add several fixes for s390x architecture and other Big-Endian systems,44584,closed,https://github.com/tensorflow/tensorflow/issues/44584
Could not load dynamic library 'libcudart.so.11.0',44583,closed,https://github.com/tensorflow/tensorflow/issues/44583
flex delegate cross-compilation failed for riscv because of boringssl,44582,closed,https://github.com/tensorflow/tensorflow/issues/44582
Cadence xtensa_hifi kernels update,44581,open,https://github.com/tensorflow/tensorflow/issues/44581
Add more requant methods,44580,open,https://github.com/tensorflow/tensorflow/issues/44580
Floating-point models,44579,closed,https://github.com/tensorflow/tensorflow/issues/44579
tf.data.dataset.batch returns different shape depending on drop_remainder parameter,44578,closed,https://github.com/tensorflow/tensorflow/issues/44578
custom ops coredump when tf update from 2.2.0 to 2.3.0,44577,closed,https://github.com/tensorflow/tensorflow/issues/44577
is For Loop supported? or proper way of Iterating over a 1d tensor?,44576,closed,https://github.com/tensorflow/tensorflow/issues/44576
tflite Converting unsupported operation: MatrixInverse,44575,closed,https://github.com/tensorflow/tensorflow/issues/44575
Could not find any cudnn.h matching version '8' in any subdirectory,44574,closed,https://github.com/tensorflow/tensorflow/issues/44574
Dataset.from_tensor_slices regression?,44573,open,https://github.com/tensorflow/tensorflow/issues/44573
Can't get custom output name from tfserving,44572,closed,https://github.com/tensorflow/tensorflow/issues/44572
TFRecordWriter create in parent process can't work properly in child process,44571,open,https://github.com/tensorflow/tensorflow/issues/44571
TF2.4 Build - An error occurred during the fetch of repository 'io_bazel_rules_go':,44570,closed,https://github.com/tensorflow/tensorflow/issues/44570
Build v2.1.0 from source on Windows [ERROR: Linking of rule '//tensorflow/lite/python/optimize:_tensorflow_lite_wrap_calibration_wrapper.so' failed],44569,closed,https://github.com/tensorflow/tensorflow/issues/44569
Inconsistency in loss on SAME data for train and validation modes,44568,closed,https://github.com/tensorflow/tensorflow/issues/44568
tf-nightly-gpu looking for cusolver64_10.dll on a Cuda 11.1 / cuDNN 8.0.4 RTX3080 Build,44567,closed,https://github.com/tensorflow/tensorflow/issues/44567
Enforce single optimized kernel implementation,44566,open,https://github.com/tensorflow/tensorflow/issues/44566
from_tensor_slices not compatible with sparse data,44565,open,https://github.com/tensorflow/tensorflow/issues/44565
TF 2.3 S3 client having permission issues with `tf.data.TFRecordDataset()`,44564,closed,https://github.com/tensorflow/tensorflow/issues/44564
Error using TensorBoard callback in graph mode in TF 2.4,44563,open,https://github.com/tensorflow/tensorflow/issues/44563
Remove unnecessary check for TARGET in the xtensa_hifimini makefile.,44562,closed,https://github.com/tensorflow/tensorflow/issues/44562
Convert TensorFlow to TensorFlow Lite - very small model after conversion,44561,closed,https://github.com/tensorflow/tensorflow/issues/44561
Custom LearningRateSchedule not called within a Mirrored Strategy,44560,closed,https://github.com/tensorflow/tensorflow/issues/44560
Cannot install latest nightly version via pip install tf-nightly,44559,closed,https://github.com/tensorflow/tensorflow/issues/44559
Fix link text with updated guide title,44558,closed,https://github.com/tensorflow/tensorflow/issues/44558
"ValueError: No gradients provided for any variable: ['Variable:0', 'Variable_1:0']",44557,closed,https://github.com/tensorflow/tensorflow/issues/44557
Second derivative of reduce_prod returns NaN,44556,closed,https://github.com/tensorflow/tensorflow/issues/44556
tf.convert_to_tensor is slow when converting list of numpy arrays,44555,open,https://github.com/tensorflow/tensorflow/issues/44555
""" ImportError: cannot import name 'anchor_generator_pb2' from 'object_detection.protos' "" when trying to convert a custom model for use in the Object Detection Android example app",44554,closed,https://github.com/tensorflow/tensorflow/issues/44554
tf.keras.model fit() CUDA crash when using generator inputs,44553,open,https://github.com/tensorflow/tensorflow/issues/44553
Bilinear upsampling layer shift,44552,closed,https://github.com/tensorflow/tensorflow/issues/44552
Does TensorFlow Micro support self define output type for each layer?,44551,open,https://github.com/tensorflow/tensorflow/issues/44551
fatal error: tensorflow/core/framework/types.pb.h: No such file or directory,44550,closed,https://github.com/tensorflow/tensorflow/issues/44550
Add use_default_shell_env = True to all ctx.actions.run_shell rules,44549,open,https://github.com/tensorflow/tensorflow/issues/44549
RuntimeError: tensorflow/lite/kernels/conv.cc:238 input->dims->data[3] != filter->dims->data[3] (32 != 1)Node number 1 (CONV_2D) failed to prepare.,44548,closed,https://github.com/tensorflow/tensorflow/issues/44548
No Keras callback for sumary database writer,44547,open,https://github.com/tensorflow/tensorflow/issues/44547
Install tensorflow in python 3,44546,closed,https://github.com/tensorflow/tensorflow/issues/44546
Keras: custom data validation callback on training data always returns validation data results,44545,closed,https://github.com/tensorflow/tensorflow/issues/44545
Cannot export Keras sub-classed model with 2 args as a SavedModel,44544,open,https://github.com/tensorflow/tensorflow/issues/44544
ERROR: Regular TensorFlow ops are not supported by this interpreter. Make sure you apply/link the Flex delegate before inference. ERROR: Node number 484 (FlexFusedBatchNormV3) failed to prepare.,44543,closed,https://github.com/tensorflow/tensorflow/issues/44543
systemlibs: unbundle typing_extensions,44542,closed,https://github.com/tensorflow/tensorflow/issues/44542
unable to trace dense layer in GNN,44541,closed,https://github.com/tensorflow/tensorflow/issues/44541
Add GPU kernel for SparseApplyFtrl,44540,closed,https://github.com/tensorflow/tensorflow/issues/44540
tensorflow/go@v2.3.1: but does not contain package go/core/protobuf/for_core_protos_go_proto,44539,open,https://github.com/tensorflow/tensorflow/issues/44539
OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords),44538,closed,https://github.com/tensorflow/tensorflow/issues/44538
Update PendingReleaseVersion to 2.4.0,44537,closed,https://github.com/tensorflow/tensorflow/issues/44537
Can't reproduce the same result: tensorflow/tensorflow/lite/micro/examples/person_detection_experimental/ model.,44536,closed,https://github.com/tensorflow/tensorflow/issues/44536
tfp.stats.histogram does not print out that it has no gradients,44535,closed,https://github.com/tensorflow/tensorflow/issues/44535
Call dataset cardinality op on the dataset device.,44534,closed,https://github.com/tensorflow/tensorflow/issues/44534
Colab feature_columns.ipynb cannot save and reload Keras model,44533,closed,https://github.com/tensorflow/tensorflow/issues/44533
CONV_2d convert to DEPTHWISE_CONV when input depth=1,44532,closed,https://github.com/tensorflow/tensorflow/issues/44532
'list' object consisting of multiple inputs has no attribute 'ndim',44531,closed,https://github.com/tensorflow/tensorflow/issues/44531
[ROCm] Fix for ROCm CSB breakage - 201102,44530,closed,https://github.com/tensorflow/tensorflow/issues/44530
Tflite model inference bug,44529,closed,https://github.com/tensorflow/tensorflow/issues/44529
LocallyConnected1D layer description,44528,closed,https://github.com/tensorflow/tensorflow/issues/44528
"Revert ""systemlibs: protobuf: fix merge conflict""",44527,closed,https://github.com/tensorflow/tensorflow/issues/44527
Unable to parse stateful RNN in C API of Tensorflow 2.3.1,44526,open,https://github.com/tensorflow/tensorflow/issues/44526
The README file in this repo has a bad link - [404:NotFound],44525,closed,https://github.com/tensorflow/tensorflow/issues/44525
Update list of systemlibs and add script to verify,44524,closed,https://github.com/tensorflow/tensorflow/issues/44524
[tf.data] Add more precise processing accounting,44523,closed,https://github.com/tensorflow/tensorflow/issues/44523
"Revert ""systemlibs: protobuf: Add missing headers""",44522,closed,https://github.com/tensorflow/tensorflow/issues/44522
Formatting fix,44521,closed,https://github.com/tensorflow/tensorflow/issues/44521
tf.lite.Interpreter can not be used on the newest nightly version,44520,closed,https://github.com/tensorflow/tensorflow/issues/44520
need some help building on windows,44519,closed,https://github.com/tensorflow/tensorflow/issues/44519
Some variables are not restored only when MirroredStragy is used.,44518,closed,https://github.com/tensorflow/tensorflow/issues/44518
Custome loop distributed learning examples [proposed Label] comp:dist-start,44517,closed,https://github.com/tensorflow/tensorflow/issues/44517
keras preprocessing data_utils.py not working for non-'inferred' labels,44516,closed,https://github.com/tensorflow/tensorflow/issues/44516
attr return values handled differently than dict by tf.distribute.Strategy.run,44515,open,https://github.com/tensorflow/tensorflow/issues/44515
Fix project name for GPU ubuntu builds,44514,closed,https://github.com/tensorflow/tensorflow/issues/44514
crashed at TfLiteInterpreterCreate ,44513,closed,https://github.com/tensorflow/tensorflow/issues/44513
TypeError: call() missing 2 required positional arguments: 'features' and 'hidden',44512,open,https://github.com/tensorflow/tensorflow/issues/44512
TFLite memory not released,44511,closed,https://github.com/tensorflow/tensorflow/issues/44511
tf.device scope not working correctly,44510,open,https://github.com/tensorflow/tensorflow/issues/44510
"```tf.keras.callbacks.EarlyStopping``` doesn't set correct mode when ```monitor=""val_auc"",mode=""auto""```",44509,closed,https://github.com/tensorflow/tensorflow/issues/44509
Building TensorFlow Lite library with tensorflow ops failed,44508,open,https://github.com/tensorflow/tensorflow/issues/44508
Add an additional arg to tf.experimental.register_filesystem_plugin to take plugin function name,44507,closed,https://github.com/tensorflow/tensorflow/issues/44507
Training with TPU Out of range ... end of sequence at beginning of secund epoch,44506,closed,https://github.com/tensorflow/tensorflow/issues/44506
"tensorflow.keras.callback.TensorflowCallback turns off recording for tf.summary, and stops other callbacks from recording summaries",44505,open,https://github.com/tensorflow/tensorflow/issues/44505
Replace the COMPUTE_FTRL macro with a templated function; NFC,44504,closed,https://github.com/tensorflow/tensorflow/issues/44504
IOS: TensorFlow Lite Error: Didn't find op for builtin opcode 'RESIZE_BILINEAR' version '3',44503,closed,https://github.com/tensorflow/tensorflow/issues/44503
Jacobian fails on gradient of tf.function with if-elif-else or nested tf.cond,44502,closed,https://github.com/tensorflow/tensorflow/issues/44502
Image artifact with tf.keras data augmentation,44501,closed,https://github.com/tensorflow/tensorflow/issues/44501
FAILED: Build did NOT complete successfully,44500,closed,https://github.com/tensorflow/tensorflow/issues/44500
Add missing dep on MLIRMhloPassIncGen target,44499,closed,https://github.com/tensorflow/tensorflow/issues/44499
Module of the same name was imported twice.,44498,closed,https://github.com/tensorflow/tensorflow/issues/44498
the tf.repeat function can not be converted to tflite?,44497,closed,https://github.com/tensorflow/tensorflow/issues/44497
Minor Update: Sample Code on Convert Section ,44496,closed,https://github.com/tensorflow/tensorflow/issues/44496
Screen freezes when jupyter starts loading keras and tensorflow,44495,closed,https://github.com/tensorflow/tensorflow/issues/44495
"TensorBoard say Launching TensorBoard..., but nothing show",44494,closed,https://github.com/tensorflow/tensorflow/issues/44494
"Error while setting serial port parameters: 9,600 N 8 1: when run the ""tensorflow/tensorflow/lite/micro/examples/person_detection/"" example on Arduino Nano 33 BLE sense",44493,closed,https://github.com/tensorflow/tensorflow/issues/44493
optimize all_reduce_indexed_slices for better performance,44492,closed,https://github.com/tensorflow/tensorflow/issues/44492
deterministic `Dataset.map`s aren't,44491,closed,https://github.com/tensorflow/tensorflow/issues/44491
tf-nightly2.4  run error,44490,closed,https://github.com/tensorflow/tensorflow/issues/44490
systemlib cherrypicks for r2.4,44489,closed,https://github.com/tensorflow/tensorflow/issues/44489
systemlibs: protobuf: fix merge conflict,44488,closed,https://github.com/tensorflow/tensorflow/issues/44488
"TPUStrategy.run fails on non-primary thread with ""No OpKernel was registered"", ""TPUReplicatedInput""",44487,open,https://github.com/tensorflow/tensorflow/issues/44487
Fixed incorrect ptxas usage affecting performance when using CUDA,44486,closed,https://github.com/tensorflow/tensorflow/issues/44486
Support Python 3.9,44485,open,https://github.com/tensorflow/tensorflow/issues/44485
Fix the absl module not found error,44484,closed,https://github.com/tensorflow/tensorflow/issues/44484
Error after installing tensorflow,44483,closed,https://github.com/tensorflow/tensorflow/issues/44483
tf.logging documentation leads to 404,44482,closed,https://github.com/tensorflow/tensorflow/issues/44482
TFlite Custom trained model Issue (IndexError: invalid index to scalar variable),44481,open,https://github.com/tensorflow/tensorflow/issues/44481
[Documentation] Update missing comma on Sample Code (keras guideline) ,44480,closed,https://github.com/tensorflow/tensorflow/issues/44480
Update Documentation: missing comma (keras guideline),44479,closed,https://github.com/tensorflow/tensorflow/issues/44479
"I can't use tensorflow very well by using RTX 3090,When will you updata your new version to support the new RTX3090?",44478,closed,https://github.com/tensorflow/tensorflow/issues/44478
[TF-numpy] Add docstring in `np.random`,44477,closed,https://github.com/tensorflow/tensorflow/issues/44477
tensorflow.contrib.image import transform as H_transform,44476,closed,https://github.com/tensorflow/tensorflow/issues/44476
[TF-numpy] Implementation `np.random.poisson`,44475,closed,https://github.com/tensorflow/tensorflow/issues/44475
[TF-numpy] Implementation `np.random.standard_normal`,44474,closed,https://github.com/tensorflow/tensorflow/issues/44474
How can I clear GPU memory in tensorflow 2.2?,44473,closed,https://github.com/tensorflow/tensorflow/issues/44473
ByteBuffer is not a valid flatbuffer model,44472,open,https://github.com/tensorflow/tensorflow/issues/44472
[ROCm] Update to use ROCm 3.9 (when building TF with --config=rocm),44471,closed,https://github.com/tensorflow/tensorflow/issues/44471
per_image_standardization Breaks Keras Model Loading,44470,closed,https://github.com/tensorflow/tensorflow/issues/44470
Add a build badge for TFLM.,44469,closed,https://github.com/tensorflow/tensorflow/issues/44469
Can not enable XNNPack android as there is no setUseXNNPACK option. ,44468,closed,https://github.com/tensorflow/tensorflow/issues/44468
h5py==3.0.0 causes issues with keras model loads in tensorflow 2.1.0,44467,closed,https://github.com/tensorflow/tensorflow/issues/44467
Add idempotent based folding to TF,44466,closed,https://github.com/tensorflow/tensorflow/issues/44466
"""training"" argument change after model is defined",44465,closed,https://github.com/tensorflow/tensorflow/issues/44465
Move second half of prepare tf pass to legalize tf,44464,closed,https://github.com/tensorflow/tensorflow/issues/44464
Add WinRT (UWP) as a supported platform,44463,open,https://github.com/tensorflow/tensorflow/issues/44463
GradCAM and nested models,44462,open,https://github.com/tensorflow/tensorflow/issues/44462
cannot fin symbol method setUseNNAPI(boolean),44461,closed,https://github.com/tensorflow/tensorflow/issues/44461
[RNN] TfLite conversion issue in LSTM models,44460,closed,https://github.com/tensorflow/tensorflow/issues/44460
Freeze / crash occurring when batch size is reduced,44459,closed,https://github.com/tensorflow/tensorflow/issues/44459
Fix linking error of Flex delegate for iOS,44458,closed,https://github.com/tensorflow/tensorflow/issues/44458
Speedup the TFLu Renode tests,44457,closed,https://github.com/tensorflow/tensorflow/issues/44457
TFLu: Fix Renode test of CMSIS-NN conv kernel,44456,closed,https://github.com/tensorflow/tensorflow/issues/44456
Renode tests of CMSIS-NN kernels tests are not working for all,44455,closed,https://github.com/tensorflow/tensorflow/issues/44455
Error while running TF Lite Model Maker Text Classification Tutorial,44454,closed,https://github.com/tensorflow/tensorflow/issues/44454
BrokenPipeError: [Errno 32] Broken pipe,44453,closed,https://github.com/tensorflow/tensorflow/issues/44453
Removes `SetIsStateful` from op StatelessRandomGetKeyCounterAlg,44452,closed,https://github.com/tensorflow/tensorflow/issues/44452
testing to see if CI results are visible.,44451,closed,https://github.com/tensorflow/tensorflow/issues/44451
Update CODE_OF_CONDUCT.md,44450,closed,https://github.com/tensorflow/tensorflow/issues/44450
Printing on TPUs,44449,closed,https://github.com/tensorflow/tensorflow/issues/44449
Possible memory leak in tf.keras.layers.experimental.preprocessing.TextVectorization,44448,closed,https://github.com/tensorflow/tensorflow/issues/44448
Compiler Test cases with tf-mlir-translate pass/crash with specific build flag on s390x architecture,44447,open,https://github.com/tensorflow/tensorflow/issues/44447
Remove leading cmsis from the include paths.,44446,closed,https://github.com/tensorflow/tensorflow/issues/44446
"Revert ""[CherryPick r2.4]Disable test for macos.""",44445,closed,https://github.com/tensorflow/tensorflow/issues/44445
"Revert ""[Cherrypick r2.4] Fixed the markdown formatting of client.monitor and client.trace API documentation""",44444,closed,https://github.com/tensorflow/tensorflow/issues/44444
"Revert ""[Cherrypick r2.4] Delay start of profiler when configured""",44443,closed,https://github.com/tensorflow/tensorflow/issues/44443
"Revert ""[CherryPick r2.4] [tf.data] Preserving accurate cardinality information for `group_by_window` transformation.""",44442,closed,https://github.com/tensorflow/tensorflow/issues/44442
"Revert ""[Cherrypick] Force document private methods/functions""",44441,closed,https://github.com/tensorflow/tensorflow/issues/44441
tfl_quantizer,44440,open,https://github.com/tensorflow/tensorflow/issues/44440
"Revert ""[Cherrypick r2.4] Save response on the client side for better backward compatibility.""",44439,closed,https://github.com/tensorflow/tensorflow/issues/44439
Tensorflow: TFLiteConverter (Saved Model -> TFLite) in SSD_mobilenet_v2_2,44438,closed,https://github.com/tensorflow/tensorflow/issues/44438
Cannot build TFLite flex:delegate package for armhf,44437,closed,https://github.com/tensorflow/tensorflow/issues/44437
Add GPU implementation for tf.segment_* (prod&max&min),44436,closed,https://github.com/tensorflow/tensorflow/issues/44436
[ssd mobileNet v2 model] ValueError: Failed to parse the model: pybind11::init(): factory function returned nullptr.,44435,open,https://github.com/tensorflow/tensorflow/issues/44435
Fix typos in misc files,44434,closed,https://github.com/tensorflow/tensorflow/issues/44434
Fix typos in python directory,44433,closed,https://github.com/tensorflow/tensorflow/issues/44433
Add Log1p and DivNoNan gradients,44432,closed,https://github.com/tensorflow/tensorflow/issues/44432
"This model does not contain associated files, and is not a Zip file",44431,closed,https://github.com/tensorflow/tensorflow/issues/44431
Cannot save a subclassed keras model that relies on AutoGraph,44430,open,https://github.com/tensorflow/tensorflow/issues/44430
"In the codelab, ""Build a handwritten digit classifier app with TensorFlow Lite"" , At step number 4, the interpreter is not initialized with model, which is causing an NPE.",44429,closed,https://github.com/tensorflow/tensorflow/issues/44429
OP_REQUIRES failed at constant_op.cc,44428,open,https://github.com/tensorflow/tensorflow/issues/44428
ValueError: Structure of Python function inputs does not match input_signature:,44427,closed,https://github.com/tensorflow/tensorflow/issues/44427
Why XLA need new kernels about op? ,44426,closed,https://github.com/tensorflow/tensorflow/issues/44426
Remove hardcoded int32 conversion,44425,closed,https://github.com/tensorflow/tensorflow/issues/44425
Encountered unresolved custom op: TensorListReserve and failed to prepare,44424,closed,https://github.com/tensorflow/tensorflow/issues/44424
Questions about quantization aware trained tflite model,44423,closed,https://github.com/tensorflow/tensorflow/issues/44423
"I have been trying to implement a custom tflite model on android studio. Example object detection works. But when I change the tflite file to my model, app gets installed. App closes as soon as it opens saying ""app keeps stopping"". Please help me. I am pretty new to this.",44422,closed,https://github.com/tensorflow/tensorflow/issues/44422
how to control the number of variables.data ?,44421,closed,https://github.com/tensorflow/tensorflow/issues/44421
how to use tensorflow_docs after installed ,44420,closed,https://github.com/tensorflow/tensorflow/issues/44420
Downgrading the arm linux gnueabihf toolchain causes a linking error when buidling the label_image C++ example,44419,closed,https://github.com/tensorflow/tensorflow/issues/44419
Can tflite.interpreter.set_tensor set an inter tensor,44418,closed,https://github.com/tensorflow/tensorflow/issues/44418
Random error with conv_grad_filter_ops,44417,closed,https://github.com/tensorflow/tensorflow/issues/44417
pip install tensorflow fails on macOS and Python 3.9,44416,closed,https://github.com/tensorflow/tensorflow/issues/44416
Fix typos in lite directory,44415,closed,https://github.com/tensorflow/tensorflow/issues/44415
"Model not deterministic, even though os.environ['TF_DETERMINISTIC_OPS'] = '1' is set",44414,open,https://github.com/tensorflow/tensorflow/issues/44414
[ r2.4 Cherrypick]: Rollback Infer local ip in connect_to_cluster.,44413,closed,https://github.com/tensorflow/tensorflow/issues/44413
[ROCm] Fix for ROCm CSB breakage - 201028,44412,closed,https://github.com/tensorflow/tensorflow/issues/44412
[Cherrypick r2.4] Delay start of profiler when configured,44411,closed,https://github.com/tensorflow/tensorflow/issues/44411
Fix typos in go directory,44410,closed,https://github.com/tensorflow/tensorflow/issues/44410
num_units in GRU and LSTM layers confuse meaning,44409,closed,https://github.com/tensorflow/tensorflow/issues/44409
Fix typos in core directory,44408,closed,https://github.com/tensorflow/tensorflow/issues/44408
axis with int64 is not supported by tflite for strided_slice op,44407,closed,https://github.com/tensorflow/tensorflow/issues/44407
Remove patching of the downloaded CMSIS code.,44406,closed,https://github.com/tensorflow/tensorflow/issues/44406
Fix typos in compiler directory,44405,closed,https://github.com/tensorflow/tensorflow/issues/44405
Keras Sequential Model Not taking IN the data due to Matrix size-incompatible,44404,closed,https://github.com/tensorflow/tensorflow/issues/44404
tensorflow.python.framework.errors_impl.InvalidArgumentError: 'func' argument to TF_GraphCopyFunction cannot be null,44403,open,https://github.com/tensorflow/tensorflow/issues/44403
[Cherrypick r2.4] Fixed the markdown formatting of client.monitor and client.trace API documentation,44402,closed,https://github.com/tensorflow/tensorflow/issues/44402
[CherryPick r2.4] [tf.data] Preserving accurate cardinality information for `group_by_window` transformation.,44401,closed,https://github.com/tensorflow/tensorflow/issues/44401
Pycharm 3.9 not supporting Tensorflow,44400,closed,https://github.com/tensorflow/tensorflow/issues/44400
Cherrypicks tmznn - profiler markdown documentation,44399,closed,https://github.com/tensorflow/tensorflow/issues/44399
[CherryPick r2.4]Disable test for macos.,44398,closed,https://github.com/tensorflow/tensorflow/issues/44398
Fix typos in cc directory,44397,closed,https://github.com/tensorflow/tensorflow/issues/44397
DLL Error,44396,closed,https://github.com/tensorflow/tensorflow/issues/44396
Fix typos in c directory,44395,closed,https://github.com/tensorflow/tensorflow/issues/44395
How are batch gradients computed on embedding layers?,44394,open,https://github.com/tensorflow/tensorflow/issues/44394
tflite_convert produce 1kb tensorflow lite file,44393,closed,https://github.com/tensorflow/tensorflow/issues/44393
One more attempt to fix wheel rename issues,44392,closed,https://github.com/tensorflow/tensorflow/issues/44392
TensorFlow 2.2 and 2.3 not detecting the Titan XP GPU,44391,closed,https://github.com/tensorflow/tensorflow/issues/44391
"Tensorflow release files missing from PyPi, fallback to local hashing ",44390,closed,https://github.com/tensorflow/tensorflow/issues/44390
fatal error: fatbinary_section.h: No such file or directory,44389,closed,https://github.com/tensorflow/tensorflow/issues/44389
targets: Rename litex_vexriscv_makefile,44388,closed,https://github.com/tensorflow/tensorflow/issues/44388
Tensorflow keras `save_weights` and `load_weights` produce random evaluation result on some dataset,44387,closed,https://github.com/tensorflow/tensorflow/issues/44387
tf.where raises TypeError for a RaggedTensor argument 'condition',44386,closed,https://github.com/tensorflow/tensorflow/issues/44386
InvalidArgumentError on List of Dicts inside TensorFlow Dataset,44385,closed,https://github.com/tensorflow/tensorflow/issues/44385
[TF-numpy] More efficient if condition,44384,closed,https://github.com/tensorflow/tensorflow/issues/44384
[TF-numpy] `np.size` always returns `int`,44383,closed,https://github.com/tensorflow/tensorflow/issues/44383
[TF-numpy] `imag` and `real` returns scalar when `val` is a scalar.,44382,closed,https://github.com/tensorflow/tensorflow/issues/44382
TF Nightly fails to find most recent cusolver64,44381,open,https://github.com/tensorflow/tensorflow/issues/44381
GPU kernel for SparseSegmentReduction ops.,44380,open,https://github.com/tensorflow/tensorflow/issues/44380
tf.data.Dataset.from_tensor_slices requests same shape tensors,44379,open,https://github.com/tensorflow/tensorflow/issues/44379
"Tflite ops: TensorListReserve, TensorListSetItem, TensorListStack",44378,closed,https://github.com/tensorflow/tensorflow/issues/44378
Error during extract ,44377,closed,https://github.com/tensorflow/tensorflow/issues/44377
Error during extract (Help),44376,closed,https://github.com/tensorflow/tensorflow/issues/44376
DeepLabV3+ Xception SemanticPredictions output layer corrupt,44375,closed,https://github.com/tensorflow/tensorflow/issues/44375
[TFLite] Fix PRELU and MIRROR_PAD operators wrongly marked as int16 quantizable,44374,closed,https://github.com/tensorflow/tensorflow/issues/44374
fix nest args,44373,closed,https://github.com/tensorflow/tensorflow/issues/44373
InvalidZoneinfoFile when trying to create a GMT pendulum object,44372,closed,https://github.com/tensorflow/tensorflow/issues/44372
the moving_mean and moving_variance in batchnormalization going to very big after 20 epoch ,44371,open,https://github.com/tensorflow/tensorflow/issues/44371
Add GPU headers to //tensorflow/core:headers,44370,closed,https://github.com/tensorflow/tensorflow/issues/44370
How to get detailed performance profiling results of TFLite for Apple Metal on iOS devices?,44369,open,https://github.com/tensorflow/tensorflow/issues/44369
Datatype mismatch error,44368,closed,https://github.com/tensorflow/tensorflow/issues/44368
[CherryPick r2.4] Add back the `--copt=-DGRPC_BAZEL_BUILD` build option to MacOS nonpip builds.,44367,closed,https://github.com/tensorflow/tensorflow/issues/44367
Remove TFLite specific reciprocal pattern,44366,closed,https://github.com/tensorflow/tensorflow/issues/44366
[Cherrypick r2.4] Save response on the client side for better backward compatibility.,44365,closed,https://github.com/tensorflow/tensorflow/issues/44365
Bazel / FAILED: Build did NOT complete successfully ,44364,closed,https://github.com/tensorflow/tensorflow/issues/44364
Save response in the client side for better backward compatibility.,44363,closed,https://github.com/tensorflow/tensorflow/issues/44363
`LLVM ERROR: Cannot select` issue when compiling LLVM module on s390x architecture,44362,open,https://github.com/tensorflow/tensorflow/issues/44362
tensorflow 2.3.1 issue causing python crash on macOS upon index update(PyCharm),44361,closed,https://github.com/tensorflow/tensorflow/issues/44361
Looking for tf-nightly 2.4.0.dev20200817,44360,closed,https://github.com/tensorflow/tensorflow/issues/44360
InvalidArgumentError: In[0] is not a matrix. Instead it has shape [] [Op:MatMul],44359,closed,https://github.com/tensorflow/tensorflow/issues/44359
Tensorflow randomly crashes running multiple consecutive images through classifier model TF_SessionRun() in c api,44358,open,https://github.com/tensorflow/tensorflow/issues/44358
Couldn't find a way to convert tflite to tensorflow graph,44357,closed,https://github.com/tensorflow/tensorflow/issues/44357
[Violation] 'requestAnimationFrame' handler took <N>ms tfjs hand model demo,44356,closed,https://github.com/tensorflow/tensorflow/issues/44356
Yet another attempt at fixing Windows CI,44355,closed,https://github.com/tensorflow/tensorflow/issues/44355
Enable control of use of caching in tf.keras.preprocessing.image_dataset_from_directory,44354,open,https://github.com/tensorflow/tensorflow/issues/44354
Unreferenced buffers in flatbuffer,44353,open,https://github.com/tensorflow/tensorflow/issues/44353
InvalidArgumentError with MirroredStrategy under graph mode when using tf.summary,44352,closed,https://github.com/tensorflow/tensorflow/issues/44352
